区域,省份,编码,燃油类型,车型,车长,适用范围,计价方式,计费模式,阶梯起始,阶梯结束,费率,起步价,保底价,封顶价
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,2.7,龙盛取派部,按重量,匹配,100,150,55.0,55,95.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,厢式车,4.2,龙盛取派部,按重量,匹配,0,30,18.0,18,100.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,厢式车,4.2,龙盛取派部,按重量,匹配,400,500,110.0,110,100.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,面包车,1.8,龙盛取派部,按重量,匹配,200,300,80.0,80,85.0,350.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,面包车,1.8,龙盛取派部,按重量,匹配,300,400,100.0,100,85.0,350.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,4.2,龙盛取派部,按重量,匹配,500,9999,0.24,0,110.0,400.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,面包车,1.8,龙盛取派部,按重量,匹配,400,500,120.0,120,85.0,350.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,4.2,龙盛取派部,按重量,匹配,100,150,55.0,55,110.0,400.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,厢式车,4.2,龙盛取派部,按公里,累加,15,100,3.7,0,100.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,面包车,1.8,龙盛取派部,按重量,匹配,30,50,30.0,30,85.0,350.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,4.2,龙盛取派部,按公里,累加,100,9999,2.8,0,110.0,400.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,面包车,1.8,龙盛取派部,按重量,匹配,30,50,27.0,27,80.0,330.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,面包车,1.8,龙盛取派部,按重量,匹配,300,400,90.0,90,80.0,330.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,厢式车,4.2,龙盛取派部,按公里,累加,0,15,100.0,100,100.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,面包车,1.8,龙盛取派部,按重量,匹配,50,100,45.0,45,85.0,350.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,面包车,1.8,龙盛取派部,按公里,累加,15,100,3.0,0,80.0,330.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,厢式车,4.2,龙盛取派部,按公里,累加,100,9999,2.7,0,100.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,面包车,1.8,龙盛取派部,按重量,匹配,0,30,20.0,20,85.0,350.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,2.7,龙盛取派部,按重量,匹配,0,30,20.0,20,95.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,4.2,龙盛取派部,按重量,匹配,200,300,80.0,80,110.0,400.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,面包车,1.8,龙盛取派部,按重量,匹配,100,150,53.0,53,80.0,330.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,面包车,1.8,龙盛取派部,按重量,匹配,500,9999,0.24,0,85.0,350.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,厢式车,4.2,龙盛取派部,按重量,匹配,150,200,63.0,63,100.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,2.7,龙盛取派部,按重量,匹配,150,200,65.0,65,95.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,4.2,龙盛取派部,按公里,累加,15,100,3.8,0,110.0,400.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,面包车,1.8,龙盛取派部,按重量,匹配,500,9999,0.22,0,80.0,330.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,面包车,1.8,龙盛取派部,按重量,匹配,0,30,18.0,18,80.0,330.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,厢式车,4.2,龙盛取派部,按重量,匹配,500,9999,0.22,0,100.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,燃油,厢式车,2.7,龙盛取派部,按重量,匹配,500,9999,0.24,0,95.0,380.0
深圳取派中心,惠阳分区,HT-202608-1066,电动,面包车,1.8,龙盛取派部,按重量,匹配,400,500,110.0,110,80.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按公里,累加,50,100,3.5,0,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按公里,累加,50,100,2.5,0,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按公里,累加,0,20,130.0,130,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按公里,累加,20,50,3.5,0,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按公里,累加,100,9999,1.8,0,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按公里,累加,50,100,1.5,0,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按公里,累加,100,9999,2.3,0,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按公里,累加,100,9999,2.3,0,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按公里,累加,100,9999,3.3,0,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按公里,累加,20,50,3.8,0,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按公里,累加,20,50,2.8,0,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按公里,累加,0,20,130.0,130,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按公里,累加,100,9999,2.3,0,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按公里,累加,20,50,2.8,0,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按公里,累加,0,20,75.0,75,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按公里,累加,0,20,70.0,70,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按公里,累加,100,9999,1.8,0,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按公里,累加,50,100,2.8,0,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按公里,累加,20,50,2.3,0,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按公里,累加,100,9999,2.6,0,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按公里,累加,50,100,2.0,0,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按公里,累加,0,20,90.0,90,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按公里,累加,0,20,130.0,130,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按公里,累加,20,50,2.5,0,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按公里,累加,20,50,3.0,0,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,20,50,33.0,33,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,1500,9999,0.12,0,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,1000,1500,150.0,150,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,50,100,37.0,37,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,20,50,28.0,28,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,1000,1500,170.0,170,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,1500,9999,0.12,0,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,1500,9999,0.13,0,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,100,300,60.0,60,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,0,20,11.0,11,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,100,300,65.0,65,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,100,300,60.0,60,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,300,600,100.0,100,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,600,1000,120.0,120,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,600,1000,135.0,135,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,20,50,33.0,33,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,0,20,11.0,11,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,100,300,65.0,65,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,300,600,109.0,109,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,1000,1500,170.0,170,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,1500,9999,0.12,0,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,20,50,28.0,28,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,20,50,28.0,28,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,300,600,109.0,109,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,20,50,33.0,33,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,300,600,109.0,109,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,100,300,60.0,60,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,600,1000,135.0,135,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,600,1000,120.0,120,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,1500,9999,0.12,0,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,300,600,109.0,109,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,100,300,65.0,65,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,1000,1500,170.0,170,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,0,20,11.0,11,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,600,1000,135.0,135,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,600,1000,120.0,120,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,1500,9999,0.13,0,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,20,50,33.0,33,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,1000,1500,150.0,150,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,0,20,9.0,9,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,50,100,37.0,37,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,600,1000,135.0,135,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,1000,1500,150.0,150,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,1000,1500,150.0,150,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,0,20,9.0,9,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,0,20,9.0,9,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,300,600,100.0,100,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,100,300,65.0,65,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,0,20,9.0,9,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,50,100,37.0,37,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,20,50,28.0,28,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,20,50,28.0,28,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,1000,1500,150.0,150,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,300,600,109.0,109,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,100,300,65.0,65,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,300,600,100.0,100,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,1500,9999,0.12,0,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,50,100,37.0,37,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,300,600,100.0,100,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,600,1000,120.0,120,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,50,100,37.0,37,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,1500,9999,0.13,0,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,600,1000,120.0,120,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,1000,1500,170.0,170,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,600,1000,120.0,120,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,50,100,42.0,42,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,0,20,9.0,9,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,1500,9999,0.13,0,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,600,1000,135.0,135,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,0,20,9.0,9,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,0,20,11.0,11,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,50,100,42.0,42,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,300,600,100.0,100,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,600,1000,120.0,120,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,1500,9999,0.12,0,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,50,100,37.0,37,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,20,50,33.0,33,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,20,50,33.0,33,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,50,100,42.0,42,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,0,20,9.0,9,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,600,1000,135.0,135,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,1000,1500,150.0,150,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,1500,9999,0.13,0,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,600,1000,135.0,135,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,0,20,11.0,11,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,300,600,109.0,109,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,1500,9999,0.13,0,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,300,600,109.0,109,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,50,100,37.0,37,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,50,100,42.0,42,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,1000,1500,150.0,150,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,100,300,65.0,65,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,20,50,33.0,33,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,1500,9999,0.13,0,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,300,600,100.0,100,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,0,20,11.0,11,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,20,50,28.0,28,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,3.2,德清取派部,按重量,匹配,1000,1500,170.0,170,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,1000,1500,150.0,150,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,0,20,11.0,11,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,20,50,28.0,28,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,20,50,33.0,33,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,1000,1500,170.0,170,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,0,20,11.0,11,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,50,100,42.0,42,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,0,20,9.0,9,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,100,300,65.0,65,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,20,50,28.0,28,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,1500,9999,0.12,0,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,300,600,100.0,100,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,1000,1500,170.0,170,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,1500,9999,0.13,0,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,600,1000,120.0,120,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,1500,9999,0.13,0,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,2.7,德清取派部,按重量,匹配,50,100,42.0,42,80.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,300,600,100.0,100,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,100,300,65.0,65,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,600,1000,135.0,135,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按重量,匹配,50,100,42.0,42,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,50,100,42.0,42,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,4.2,德清取派部,按重量,匹配,100,300,60.0,60,130.0,430.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,50,100,37.0,37,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,100,300,60.0,60,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,1000,1500,150.0,150,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,300,600,109.0,109,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,3.2,德清取派部,按重量,匹配,20,50,28.0,28,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,1000,1500,170.0,170,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,4.2,德清取派部,按重量,匹配,300,600,109.0,109,150.0,450.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,0,20,11.0,11,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按重量,匹配,0,20,9.0,9,60.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按重量,匹配,20,50,33.0,33,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,3.2,德清取派部,按重量,匹配,100,300,65.0,65,80.0,350.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,1.8,德清取派部,按重量,匹配,300,600,100.0,100,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按重量,匹配,50,100,42.0,42,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,平板车,4.2,德清取派部,按重量,匹配,1000,1500,170.0,170,150.0,400.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按重量,匹配,100,300,60.0,60,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,3.2,德清取派部,按重量,匹配,1500,9999,0.12,0,60.0,360.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,1.8,德清取派部,按重量,匹配,600,1000,135.0,135,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,1500,9999,0.12,0,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,600,1000,120.0,120,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,50,100,37.0,37,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按重量,匹配,100,300,60.0,60,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,面包车,2.7,德清取派部,按重量,匹配,100,300,60.0,60,60.0,300.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,3.2,德清取派部,按重量,匹配,100,300,60.0,60,60.0,330.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,厢式车,2.7,德清取派部,按公里,累加,20,50,3.0,0,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,2.7,德清取派部,按公里,累加,0,20,70.0,70,80.0,320.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,4.2,德清取派部,按公里,累加,20,50,3.5,0,130.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按公里,累加,20,50,2.2,0,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,燃油,面包车,3.2,德清取派部,按公里,累加,50,100,1.8,0,80.0,380.0
浙北取派中心,湖州分区,HT-202510-0030,电动,平板车,2.7,德清取派部,按公里,累加,0,20,80.0,80,60.0,280.0
浙北取派中心,湖州分区,HT-202510-0030,电动,厢式车,2.7,德清取派部,按公里,累加,20,50,2.8,0,60.0,350.0
